Sentence Number,Token,Label
,or,O
,(,O
,2,O
,),O
,as,O
,',O
,the,O
,remains,O
,of,O
,former,B-Habitat
,patches,I-Habitat
,in,I-Habitat
,open,I-Habitat
,plains,I-Habitat
,;,O
,a,O
,strong,O
,shade,O
,-,O
,endure,O
,##r,O
,.,O
,Pre,O
,##fers,O
,rich,O
,',O
,deep,O
,moist,O
,soil,O
,",",O
,growing,O
,best,O
,on,O
,river,B-Habitat
,-,I-Habitat
,banks,B-Habitat
,and,O
,in,O
,moist,B-Habitat
,valleys,I-Habitat
,",",O
,but,O
,will,O
,th,O
,##rive,O
,even,O
,on,O
,',O
,dry,O
,hard,O
,later,O
,##ite,O
,",",O
,which,O
,it,O
,prefers,O
,to,O
,g,O
,##ne,O
,##iss,O
,.,O
,Has,O
,a,O
,long,O
,deep,O
,tap,O
,-,O
,root,O
,with,O
,only,O
,few,O
,',O
,lateral,O
,shoots,O
,.,O
,Flowers,O
,January,O
,",",O
,February,O
,and,O
,early,O
,March,O
,",",O
,the,O
,fruit,O
,ripe,O
,##ning,O
,in,O
,',O
,,
Sentence 187,F,O
,##IS,O
,##H,O
,##ES,O
,OF,O
,THE,O
,P,B-GeographicalLocation
,##H,I-GeographicalLocation
,##IL,I-GeographicalLocation
,##IP,I-GeographicalLocation
,##PI,I-GeographicalLocation
,##NE,I-GeographicalLocation
,IS,I-GeographicalLocation
,##LA,I-GeographicalLocation
,##ND,I-GeographicalLocation
,##S,I-GeographicalLocation
,AND,O
,AD,O
,##J,O
,##AC,O
,##EN,O
,##T,O
,SE,O
,##AS,O
,201,O
,Bat,B-GeographicalLocation
,##ag,I-GeographicalLocation
,Island,I-GeographicalLocation
,",",O
,east,B-GeographicalLocation
,coast,I-GeographicalLocation
,Luzon,B-GeographicalLocation
,.,O
,June,O
,3,O
,",",O
,1909,O
,.,O
,Length,O
,600,O
,mm,O
,.,O
,170,O
,##6,O
,##7,O
,.,O
,B,B-GeographicalLocation
,##is,I-GeographicalLocation
,##uca,I-GeographicalLocation
,##y,I-GeographicalLocation
,Island,I-GeographicalLocation
,.,O
,April,O
,9,O
,",",O
,1909,O
,.,O
,Length,O
,250,O
,mm,O
,.,O
,74,O
,##75,O
,.,O
,Bo,B-GeographicalLocation
,##lal,I-GeographicalLocation
,##o,I-GeographicalLocation
,Bay,I-GeographicalLocation
,",",O
,Pa,B-GeographicalLocation
,##law,I-GeographicalLocation
,##an,I-GeographicalLocation
,Island,I-GeographicalLocation
,.,O
,December,O
,21,O
,",",O
,1908,O
,.,O
,Length,O
,250,O
,mm,O
,.,O
,80,O
,##8,O
,##1,O
,.,O
,B,B-GeographicalLocation
,##uria,I-GeographicalLocation
,##s,I-GeographicalLocation
,Island,I-GeographicalLocation
,.,O
,March,O
,5,O
,",",O
,1909,O
,.,O
,Length,O
,360,O
,mm,O
,.,O
,83,O
,##18,O
,.,O
,Des,B-GeographicalLocation
,##ta,I-GeographicalLocation
,##ca,I-GeographicalLocation
,##do,I-GeographicalLocation
,Island,I-GeographicalLocation
,.,O
,March,O
,13,O
,",",O
,1909,O
,.,O
,Length,O
,295,O
,mm,O
,.,O
,75,O
,##15,O
,",",O
,75,O
,##53,O
,",",O
,75,O
,##9,O
,##8,O
,.,O
,End,B-GeographicalLocation
,##eavor,I-GeographicalLocation
,Strait,I-GeographicalLocation
,",",O
,Pa,O
,##law,O
,##an,O
,Island,O
,.,O
,December,O
,22,O
,-,O
,24,O
,",",O
,1908,O
,.,O
,Length,O
,385,O
,to,O
,43,O
,##3,O
,mm,O
,.,O
,1730,O
,##0,O
,.,O
,G,B-GeographicalLocation
,##igo,I-GeographicalLocation
,##so,I-GeographicalLocation
,Point,I-GeographicalLocation
,",",O
,Q,B-GeographicalLocation
,##uin,I-GeographicalLocation
,##ap,I-GeographicalLocation
,##unda,I-GeographicalLocation
,##n,I-GeographicalLocation
,Bay,I-GeographicalLocation
,",",O
,Sam,B-GeographicalLocation
,##ar,I-GeographicalLocation
,.,O
,July,O
,28,O
,",",O
,1909,O
,.,O
,Length,O
,218,O
,mm,O
,.,O
,87,O
,##65,O
,",",O
,87,O
,##6,O
,##6,O
,.,O
,La,B-GeographicalLocation
,##hu,I-GeographicalLocation
,##y,I-GeographicalLocation
,Island,I-GeographicalLocation
,",",O
,Pocket,B-GeographicalLocation
,Bay,I-GeographicalLocation
,",",O
,east,O
,coast,O
,Luzon,O
,.,O
,June,O
,11,O
,",",O
,1909,O
,.,O
,Length,O
,250,O
,to,O
,26,O
,##8,O
,mm,O
,.,O
,1855,O
,##0,O
,.,O
,Lang,B-GeographicalLocation
,##ao,I-GeographicalLocation
,Point,I-GeographicalLocation
,",",O
,southern,B-GeographicalLocation
,Luzon,I-GeographicalLocation
,.,O
,June,O
,24,O
,",",O
,1909,O
,.,O
,Length,O
,235,O
,mm,O
,.,O
,78,O
,##9,O
,##6,O
,.,O
,Luzon,B-GeographicalLocation
,Point,I-GeographicalLocation
,",",O
,Manila,B-GeographicalLocation
,Bay,I-GeographicalLocation
,.,O
,January,O
,21,O
,",",O
,1909,O
,.,O
,Length,O
,53,O
,##5,O
,mm,O
,.,O
,89,O
,##00,O
,.,O
,Near,B-GeographicalLocation
,Pa,I-GeographicalLocation
,##lag,I-GeographicalLocation
,Bay,I-GeographicalLocation
,",",O
,Luzon,O
,.,O
,June,O
,16,O
,",",O
,1909,O
,.,O
,Length,O
,625,O
,mm,O
,.,O
,81,O
,##80,O
,.,O
,Port,B-GeographicalLocation
,Bus,I-GeographicalLocation
,##in,I-GeographicalLocation
,",",O
,B,O
,##uria,O
,##s,O
,Island,O
,.,O
,March,O
,8,O
,",",O
,1909,O
,.,O
,Length,O
,270,O
,mm,O
,.,O
,63,O
,##8,O
,##9,O
,",",O
,90,O
,##20,O
,.,O
,Port,B-GeographicalLocation
,Jam,I-GeographicalLocation
,##elo,I-GeographicalLocation
,",",O
,Luzon,O
,.,O
,July,O
,13,O
,",",O
,1908,O
,.,O
,Length,O
,205,O
,to,O
,290,O
,mm,O
,.,O
,85,O
,##35,O
,.,O
,Port,B-GeographicalLocation
,Lang,I-GeographicalLocation
,##can,I-GeographicalLocation
,",",O
,Du,B-GeographicalLocation
,##mara,I-GeographicalLocation
,##n,I-GeographicalLocation
,Island,I-GeographicalLocation
,",",O
,vicinity,B-GeographicalLocation
,eastern,I-GeographicalLocation
,Pa,I-GeographicalLocation
,##law,I-GeographicalLocation
,##an,I-GeographicalLocation
,.,O
,April,O
,8,O
,",",O
,1909,O
,.,O
,Length,O
,44,O
,##1,O
,mm,O
,.,O
,87,O
,##7,O
,##7,O
,.,O
,Q,B-GeographicalLocation
,##uin,I-GeographicalLocation
,##ala,I-GeographicalLocation
,##sa,I-GeographicalLocation
,##g,I-GeographicalLocation
,Island,I-GeographicalLocation
,",",O
,Ma,B-GeographicalLocation
,##sa,I-GeographicalLocation
,##mat,I-GeographicalLocation
,Bay,I-GeographicalLocation
,",",O
,east,O
,coast,O
,Luzon,O
,.,O
,June,O
,12,O
,",",O
,1909,O
,.,O
,Length,O
,34,O
,##3,O
,mm,O
,.,O
,57,O
,##17,O
,.,O
,Sur,B-GeographicalLocation
,##iga,I-GeographicalLocation
,##o,I-GeographicalLocation
,",",O
,east,B-GeographicalLocation
,coast,I-GeographicalLocation
,Mindanao,I-GeographicalLocation
,.,O
,May,O
,8,O
,",",O
,1908,O
,.,O
,Length,O
,285,O
,mm,O
,.,O
,78,O
,##5,O
,##2,O
,.,O
,Tag,B-GeographicalLocation
,##ana,I-GeographicalLocation
,##k,I-GeographicalLocation
,Island,I-GeographicalLocation
,",",O
,Jo,B-GeographicalLocation
,##lo,I-GeographicalLocation
,Sea,I-GeographicalLocation
,.,O
,January,O
,7,O
,",",O
,1909,O
,.,O
,Length,O
,385,O
,mm,O
,.,O
,73,O
,##42,O
,",",O
,124,O
,##9,O
,##4,O
,(,O
,77,O
,##3,O
,),O
,.,O
,Tara,B-GeographicalLocation
,Island,I-GeographicalLocation
,",",O
,Mind,B-GeographicalLocation
,##oro,I-GeographicalLocation
,Strait,I-GeographicalLocation
,.,O
,December,O
,14,O
,",",O
,1908,O
,.,O
,Length,O
,211,O
,to,O
,27,O
,##7,O
,mm,O
,.,O
,73,O
,##6,O
,##2,O
,.,O
,Tara,O
,Island,O
,.,O
,December,O
,15,O
,",",O
,1908,O
,.,O
,Length,O
,470,O
,mm,O
,.,O
,A,O
,##5,O
,##6,O
,##9,O
,.,O
,Tu,B-GeographicalLocation
,##tu,I-GeographicalLocation
,Bay,I-GeographicalLocation
,",",O
,Jo,B-GeographicalLocation
,##lo,I-GeographicalLocation
,Island,I-GeographicalLocation
,.,O
,September,O
,19,O
,",",O
,1909,O
,.,O
,Length,O
,415,O
,mm,O
,.,O
,59,O
,##9,O
,##9,O
,.,O
,Z,B-GeographicalLocation
,##am,I-GeographicalLocation
,##boa,I-GeographicalLocation
,##nga,I-GeographicalLocation
,market,I-GeographicalLocation
,.,O
,May,O
,26,O
,",",O
,1908,O
,.,O
,Length,O
,43,O
,mm,O
,.,O
,P,B-Taxon
,##le,I-Taxon
,##uro,I-Taxon
,##per,I-Taxon
,##ca,I-Taxon
,",",O
,14,O
,new,O
,sub,O
,##genus,O
,,
Sentence 188,F,O
,##IS,O
,##H,O
,##ES,O
,OF,O
,THE,O
,P,B-GeographicalLocation
,##H,I-GeographicalLocation
,##IL,I-GeographicalLocation
,##IP,I-GeographicalLocation
,##PI,I-GeographicalLocation
,##NE,I-GeographicalLocation
,IS,I-GeographicalLocation
,##LA,I-GeographicalLocation
,##ND,I-GeographicalLocation
,##S,I-GeographicalLocation
,AND,O
,AD,O
,##J,O
,##AC,O
,##EN,O
,##T,O
,SE,O
,##AS,O
,195,O
,on,O
,the,O
,p,O
,##ector,O
,##al,O
,and,O
,two,O
,on,O
,the,O
,ventral,O
,",",O
,though,O
,they,O
,say,O
,"""",O
,les,O
,ta,O
,##ches,O
,des,O
,p,O
,##ector,O
,##ales,O
,et,O
,des,O
,ventral,O
,##es,O
,tend,O
,##ent,O
,a,O
,former,O
,t,O
,##rois,O
,l,O
,##ign,O
,##es,O
,re,O
,##gu,O
,##lier,O
,##es,O
,"""",O
,217,O
,##64,O
,",",O
,217,O
,##65,O
,.,O
,Cebu,B-GeographicalLocation
,market,I-GeographicalLocation
,.,O
,March,O
,20,O
,",",O
,1909,O
,.,O
,Length,O
,102,O
,to,O
,112,O
,mm,O
,.,O
,139,O
,##8,O
,##3,O
,",",O
,139,O
,##8,O
,##4,O
,.,O
,Il,B-GeographicalLocation
,##oil,I-GeographicalLocation
,##o,I-GeographicalLocation
,market,I-GeographicalLocation
,.,O
,May,O
,31,O
,",",O
,1908,O
,.,O
,Length,O
,110,O
,to,O
,114,O
,mm,O
,.,O
,One,O
,example,O
,.,O
,Li,B-GeographicalLocation
,##g,I-GeographicalLocation
,##po,I-GeographicalLocation
,point,I-GeographicalLocation
,",",O
,Ba,B-GeographicalLocation
,##lay,I-GeographicalLocation
,##an,I-GeographicalLocation
,Bay,I-GeographicalLocation
,.,O
,January,B-Taxon
,18,I-Taxon
,",",I-Taxon
,1908,I-Taxon
,.,O
,Length,O
,70,O
,mm,O
,.,O
,1981,O
,##4,O
,.,O
,Point,B-GeographicalLocation
,San,I-GeographicalLocation
,Vincent,I-GeographicalLocation
,##e,I-GeographicalLocation
,",",O
,northern,B-GeographicalLocation
,Luzon,I-GeographicalLocation
,.,O
,November,O
,18,O
,",",O
,1908,O
,.,O
,Length,O
,100,O
,mm,O
,.,O
,Genus,O
,P,B-Taxon
,##LE,I-Taxon
,##CT,I-Taxon
,##RO,I-Taxon
,##PO,I-Taxon
,##MU,I-Taxon
,##S,I-Taxon
,Ok,I-Taxon
,##en,I-Taxon
,P,B-Taxon
,##lect,I-Taxon
,##rop,I-Taxon
,##om,I-Taxon
,##us,I-Taxon
,Ok,I-Taxon
,##en,I-Taxon
,",",I-Taxon
,Is,I-Taxon
,##is,I-Taxon
,",",O
,1,O
,##S,O
,##17,O
,",",O
,p,O
,.,O
,118,O
,##2,O
,],O
,1782,O
,(,O
,on,O
,Les,O
,P,O
,##lect,O
,##rop,O
,##ome,O
,##s,O
,C,O
,##u,O
,##vie,O
,##k,O
,",",O
,Reg,O
,##ne,O
,Animal,O
,",",O
,vol,O
,.,O
,2,O
,",",O
,1817,O
,",",O
,p,O
,.,O
,27,O
,##7,O
,),O
,.,O
,Type,O
,Bo,B-Taxon
,##dian,I-Taxon
,##us,I-Taxon
,mac,I-Taxon
,##ula,I-Taxon
,##tus,I-Taxon
,Bloc,I-Taxon
,##h,I-Taxon
,",",O
,designated,O
,by,O
,Jordan,O
,",",O
,Tanaka,O
,",",O
,Snyder,O
,",",O
,Jo,O
,##urn,O
,.,O
,College,O
,Sc,O
,##i,O
,.,O
,Tokyo,B-GeographicalLocation
,",",O
,vol,O
,.,O
,33,O
,",",O
,1913,O
,",",O
,p,O
,.,O
,152,O
,.,O
,P,B-Taxon
,##lect,I-Taxon
,##rop,I-Taxon
,##oma,I-Taxon
,(,I-Taxon
,C,I-Taxon
,##u,I-Taxon
,##vier,I-Taxon
,),I-Taxon
,Q,I-Taxon
,##uo,I-Taxon
,##y,I-Taxon
,and,I-Taxon
,G,I-Taxon
,##ai,I-Taxon
,##mar,I-Taxon
,##d,I-Taxon
,",",O
,V,O
,##oy,O
,.,O
,U,O
,##rani,O
,##e,O
,",",O
,Zoo,O
,##l,O
,",",O
,p,O
,##t,O
,.,O
,7,O
,",",O
,1824,O
,",",O
,p,O
,.,O
,31,O
,##8,O
,.,O
,Type,O
,P,B-Taxon
,##lect,I-Taxon
,##rop,I-Taxon
,##oma,I-Taxon
,pu,I-Taxon
,##nc,I-Taxon
,##tat,I-Taxon
,##um,I-Taxon
,Q,I-Taxon
,##uo,I-Taxon
,##y,I-Taxon
,and,I-Taxon
,G,I-Taxon
,##ai,I-Taxon
,##mar,I-Taxon
,##d,I-Taxon
,Bo,O
,##dian,O
,us,O
,mac,O
,##ula,O
,##tus,O
,Bloc,O
,##h,O
,",",O
,mon,O
,##otypic,O
,.,O
,Para,B-Taxon
,##can,I-Taxon
,##ih,I-Taxon
,##ist,I-Taxon
,##ius,I-Taxon
,B,I-Taxon
,##lee,I-Taxon
,##ker,I-Taxon
,",",I-Taxon
,V,I-Taxon
,##er,I-Taxon
,##h,I-Taxon
,.,O
,A,O
,##ka,O
,##d,O
,.,O
,Wet,O
,.,O
,Amsterdam,B-GeographicalLocation
,",",O
,vol,O
,.,O
,14,O
,",",O
,1874,O
,",",O
,p,O
,.,O
,13,O
,.,O
,Type,O
,Ho,B-Taxon
,##loc,I-Taxon
,##ent,I-Taxon
,##ms,I-Taxon
,leopard,I-Taxon
,##us,I-Taxon
,Lac,I-Taxon
,##ep,I-Taxon
,##ede,I-Taxon
,",",O
,or,O
,##th,O
,##ot,O
,##y,O
,##pie,O
,.,O
,Body,O
,elongated,O
,",",O
,compressed,O
,.,O
,Mouth,O
,large,O
,",",O
,pro,O
,##tract,O
,##ile,O
,.,O
,Max,O
,##illa,O
,##ry,O
,exposed,O
,",",O
,with,O
,supplement,O
,##al,O
,bone,O
,.,O
,Te,O
,##eth,O
,in,O
,jaws,O
,in,O
,several,O
,series,O
,",",O
,inner,O
,m,O
,##ova,O
,##ble,O
,",",O
,de,O
,##press,O
,##ible,O
,",",O
,hi,O
,##nged,O
,at,O
,bases,O
,;,O
,very,O
,strong,O
,front,O
,can,O
,##ines,O
,in,O
,jaws,O
,and,O
,on,O
,side,O
,of,O
,man,O
,##di,O
,##ble,O
,;,O
,teeth,O
,on,O
,v,O
,##omer,O
,and,O
,p,O
,##ala,O
,##tine,O
,##s,O
,;,O
,tongue,O
,smooth,O
,.,O
,Pre,O
,##oper,O
,##cle,O
,entire,O
,or,O
,finely,O
,se,O
,##rra,O
,##te,O
,behind,O
,",",O
,with,O
,ant,O
,##ro,O
,##rse,O
,spines,O
,on,O
,lower,O
,edge,O
,.,O
,Op,O
,##er,O
,##cle,O
,with,O
,3,O
,spines,O
,.,O
,Gill,O
,membrane,O
,##s,O
,separate,O
,.,O
,P,O
,##se,O
,##udo,O
,##bra,O
,##nch,O
,##iae,O
,present,O
,.,O
,Gill,O
,r,O
,##aker,O
,##s,O
,moderate,O
,.,O
,V,O
,##ert,O
,##eb,O
,##rae,O
,24,O
,",",O
,of,O
,which,O
,14,O
,ca,O
,##uda,O
,##l,O
,.,O
,Scale,O
,##s,O
,very,O
,small,O
,",",O
,rough,O
,##ish,O
,but,O
,not,O
,c,O
,##iliated,O
,.,O
,Head,O
,partly,O
,,
Sentence 189,F,O
,##IS,O
,##H,O
,##ES,O
,OF,O
,THE,O
,P,B-GeographicalLocation
,##H,I-GeographicalLocation
,##IL,I-GeographicalLocation
,##IP,I-GeographicalLocation
,##PI,I-GeographicalLocation
,##NE,I-GeographicalLocation
,IS,I-GeographicalLocation
,##LA,I-GeographicalLocation
,##ND,I-GeographicalLocation
,##S,I-GeographicalLocation
,AND,O
,AD,O
,##J,O
,##AC,O
,##EN,O
,##T,O
,SE,O
,##AS,O
,197,O
,D,O
,.,O
,VII,O
,",",O
,I,O
,",",O
,10,O
,",",O
,i,O
,",",O
,or,O
,i,O
,",",O
,11,O
,",",O
,i,O
,",",O
,third,O
,spine,O
,3,O
,##£,O
,to,O
,3,O
,%,O
,in,O
,total,O
,head,O
,length,O
,",",O
,first,O
,branched,O
,ray,O
,24,O
,to,O
,2,O
,;,O
,A,O
,.,O
,Il,O
,##l,O
,",",O
,i,O
,",",O
,7,O
,",",O
,i,O
,",",O
,third,O
,spine,O
,4,O
,%,O
,to,O
,53,O
,##4,O
,",",O
,first,O
,branched,O
,ray,O
,2,O
,%,O
,to,O
,3,O
,;,O
,ca,O
,##uda,O
,##l,O
,%,O
,to,O
,",",O
,t,O
,##run,O
,##cate,O
,;,O
,least,O
,depth,O
,of,O
,ca,O
,##uda,O
,##l,O
,p,O
,##ed,O
,##un,O
,##cle,O
,2,O
,%,O
,to,O
,2,O
,;,O
,p,O
,##ector,O
,##al,O
,%,O
,to,O
,2,O
,ventral,O
,2,O
,##X,O
,##o,O
,to,O
,2,O
,##M,O
,-,O
,Terra,O
,-,O
,co,O
,##tta,O
,color,O
,or,O
,brown,O
,",",O
,slightly,O
,paler,O
,below,O
,.,O
,Head,O
,",",O
,body,O
,",",O
,and,O
,fins,O
,marked,O
,with,O
,small,O
,blue,O
,spots,O
,",",O
,less,O
,than,O
,pupil,O
,and,O
,all,O
,o,O
,##cell,O
,##ated,O
,with,O
,deeper,O
,brown,O
,rings,O
,;,O
,spots,O
,much,O
,more,O
,numerous,O
,with,O
,age,O
,.,O
,Iris,O
,brown,O
,.,O
,Fin,O
,##s,O
,brown,O
,like,O
,body,O
,",",O
,only,O
,spots,O
,much,O
,smaller,O
,.,O
,Hi,O
,##nd,O
,ca,O
,##uda,O
,##l,O
,edge,O
,narrowly,O
,whitish,O
,.,O
,P,O
,##ector,O
,##al,O
,pale,O
,brownish,O
,and,O
,only,O
,few,O
,small,O
,spots,O
,basal,O
,##ly,O
,.,O
,V,O
,##ent,O
,##ral,O
,darker,O
,than,O
,p,O
,##ector,O
,##al,O
,.,O
,East,B-GeographicalLocation
,Indies,I-GeographicalLocation
,and,O
,Philippines,B-GeographicalLocation
,.,O
,Di,O
,##ag,O
,##nosis,O
,.,O
,—,O
,Apparently,O
,a,O
,valid,O
,species,O
,which,O
,we,O
,distinguish,O
,chiefly,O
,by,O
,its,O
,t,O
,##run,O
,##cate,O
,ca,O
,##uda,O
,##l,O
,fin,O
,.,O
,The,O
,lower,O
,pre,O
,##oper,O
,##cular,O
,spines,O
,are,O
,relatively,O
,weak,O
,and,O
,the,O
,op,O
,##er,O
,##cular,O
,spines,O
,more,O
,or,O
,less,O
,im,O
,##bed,O
,##ded,O
,",",O
,often,O
,in,O
,##con,O
,##sp,O
,##ic,O
,##uous,O
,.,O
,The,O
,head,O
,",",O
,body,O
,",",O
,and,O
,fins,O
,are,O
,or,O
,##name,O
,##nted,O
,with,O
,large,O
,blue,O
,",",O
,black,O
,-,O
,edged,O
,spots,O
,.,O
,Read,O
,##ily,O
,known,O
,by,O
,its,O
,t,O
,##run,O
,##cate,O
,ca,O
,##uda,O
,##l,O
,fin,O
,.,O
,Type,O
,—,O
,Cat,O
,.,O
,No,O
,.,O
,89,O
,##9,O
,##8,O
,##4,O
,",",O
,U,O
,.,O
,S,O
,.,O
,N,O
,.,O
,M,O
,.,O
,1600,O
,##4,O
,.,O
,Ali,B-GeographicalLocation
,##man,I-GeographicalLocation
,##go,I-GeographicalLocation
,Bay,I-GeographicalLocation
,",",O
,B,B-GeographicalLocation
,##uria,I-GeographicalLocation
,##s,I-GeographicalLocation
,Island,I-GeographicalLocation
,.,O
,March,O
,5,O
,",",O
,1909,O
,.,O
,Length,O
,85,O
,mm,O
,.,O
,89,O
,##18,O
,.,O
,At,B-GeographicalLocation
,##ula,I-GeographicalLocation
,##yan,I-GeographicalLocation
,Island,I-GeographicalLocation
,",",O
,La,B-GeographicalLocation
,##gon,I-GeographicalLocation
,##oy,I-GeographicalLocation
,Gulf,I-GeographicalLocation
,",",O
,east,B-GeographicalLocation
,coast,I-GeographicalLocation
,Luzon,B-GeographicalLocation
,.,O
,June,O
,17,O
,",",O
,1909,O
,.,O
,Length,O
,350,O
,mm,O
,.,O
,(,O
,Type,O
,No,O
,.,O
,89,O
,##9,O
,##8,O
,##4,O
,",",O
,U,O
,.,O
,S,O
,.,O
,N,O
,.,O
,M,O
,),O
,127,O
,##0,O
,##6,O
,.,O
,At,B-GeographicalLocation
,##ula,I-GeographicalLocation
,##yan,I-GeographicalLocation
,Bay,I-GeographicalLocation
,",",O
,Luzon,O
,.,O
,June,O
,18,O
,",",O
,1909,O
,.,O
,Length,O
,137,O
,mm,O
,.,O
,75,O
,##32,O
,",",O
,75,O
,##39,O
,.,O
,End,B-GeographicalLocation
,##eavor,I-GeographicalLocation
,Strait,I-GeographicalLocation
,",",O
,Mal,B-GeographicalLocation
,##amp,I-GeographicalLocation
,##aya,I-GeographicalLocation
,Sound,I-GeographicalLocation
,",",O
,Pa,B-GeographicalLocation
,##law,I-GeographicalLocation
,##an,I-GeographicalLocation
,Island,I-GeographicalLocation
,.,O
,December,O
,23,O
,",",O
,1908,O
,.,O
,Length,O
,287,O
,-,O
,31,O
,##4,O
,mm,O
,.,O
,91,O
,##0,O
,##7,O
,.,O
,G,B-GeographicalLocation
,##igo,I-GeographicalLocation
,##so,I-GeographicalLocation
,Point,I-GeographicalLocation
,",",O
,Sam,B-GeographicalLocation
,##ar,I-GeographicalLocation
,Island,I-GeographicalLocation
,.,O
,July,O
,28,O
,",",O
,1909,O
,.,O
,Length,O
,32,O
,##3,O
,mm,O
,.,O
,72,O
,##5,O
,##4,O
,.,O
,Port,B-GeographicalLocation
,Mata,I-GeographicalLocation
,##l,I-GeographicalLocation
,##vi,I-GeographicalLocation
,",",O
,Luzon,O
,.,O
,November,O
,23,O
,",",O
,1908,O
,.,O
,Length,O
,51,O
,##8,O
,mm,O
,.,O
,A,O
,##5,O
,##4,O
,##9,O
,.,O
,Sul,B-GeographicalLocation
,##ade,I-GeographicalLocation
,Island,I-GeographicalLocation
,",",O
,vicinity,O
,Jo,B-GeographicalLocation
,##lo,I-GeographicalLocation
,.,O
,September,O
,17,O
,",",O
,1909,O
,.,O
,Length,O
,425,O
,mm,O
,.,O
,A,O
,##51,O
,,
Sentence 190,202,O
,B,O
,##U,O
,##LL,O
,##ET,O
,##IN,O
,10,O
,0,O
,",",O
,UN,O
,##IT,O
,##ED,O
,ST,O
,##AT,O
,##ES,O
,N,O
,##AT,O
,##ION,O
,##AL,O
,M,O
,##US,O
,##E,O
,##UM,O
,half,O
,size,O
,of,O
,pupil,O
,;,O
,inter,O
,##or,O
,##bit,O
,##al,O
,4,O
,%,O
,to,O
,54,O
,in,O
,head,O
,from,O
,snout,O
,tip,O
,;,O
,pre,O
,##oper,O
,##cle,O
,edge,O
,entire,O
,;,O
,median,O
,op,O
,##er,O
,##cular,O
,spine,O
,closer,O
,to,O
,lower,O
,which,O
,opposite,O
,upper,O
,.,O
,Gill,O
,r,O
,##aker,O
,##s,O
,5,O
,12,O
,",",O
,lance,O
,##olate,O
,",",O
,little,O
,longer,O
,than,O
,g,O
,##ill,O
,fi,O
,##lam,O
,##ents,O
,or,O
,1,O
,%,O
,in,O
,eye,O
,;,O
,3,O
,upper,O
,and,O
,3,O
,lower,O
,r,O
,##udi,O
,##mentary,O
,.,O
,Scale,O
,##s,O
,93,O
,to,O
,133,O
,in,O
,lateral,O
,line,O
,to,O
,ca,O
,##uda,O
,##l,O
,base,O
,and,O
,12,O
,to,O
,15,O
,more,O
,on,O
,latter,O
,;,O
,tubes,O
,83,O
,to,O
,90,O
,in,O
,lateral,O
,line,O
,to,O
,ca,O
,##uda,O
,##l,O
,base,O
,and,O
,11,O
,to,O
,20,O
,more,O
,on,O
,latter,O
,;,O
,17,O
,to,O
,20,O
,scales,O
,above,O
,",",O
,34,O
,to,O
,40,O
,below,O
,",",O
,37,O
,to,O
,40,O
,pre,O
,##dor,O
,##sal,O
,forward,O
,to,O
,o,O
,##cci,O
,##put,O
,only,O
,;,O
,23,O
,to,O
,25,O
,rows,O
,across,O
,cheek,O
,to,O
,pre,O
,##oper,O
,##cle,O
,edge,O
,;,O
,body,O
,scales,O
,without,O
,small,O
,basal,O
,auxiliary,O
,scales,O
,;,O
,fine,O
,scales,O
,over,O
,most,O
,all,O
,fins,O
,;,O
,ma,O
,##xi,O
,##llar,O
,##y,O
,with,O
,upper,O
,half,O
,of,O
,expansion,O
,finely,O
,scaled,O
,in,O
,7,O
,or,O
,8,O
,transverse,O
,rows,O
,.,O
,Scale,O
,##s,O
,with,O
,4,O
,or,O
,5,O
,basal,O
,radiating,O
,s,O
,##tri,O
,##ae,O
,",",O
,with,O
,1,O
,to,O
,5,O
,more,O
,incomplete,O
,aux,O
,##ilia,O
,##ries,O
,;,O
,c,O
,##ir,O
,##cu,O
,##li,O
,fine,O
,.,O
,Figure,O
,7,O
,—,O
,P,B-Taxon
,##lect,I-Taxon
,##rop,I-Taxon
,##om,I-Taxon
,##us,I-Taxon
,o,I-Taxon
,##liga,I-Taxon
,##can,I-Taxon
,##thus,I-Taxon
,B,I-Taxon
,##lee,I-Taxon
,##ker,I-Taxon
,",",O
,variation,O
,D,O
,.,O
,VII,O
,or,O
,VIII,O
,",",O
,ii,O
,",",O
,9,O
,",",O
,i,O
,",",O
,or,O
,n,O
,",",O
,10,O
,",",O
,1,O
,",",O
,third,O
,spine,O
,2,O
,%,O
,to,O
,3,O
,%,O
,in,O
,total,O
,head,O
,length,O
,",",O
,first,O
,branched,O
,ray,O
,1,O
,%,O
,to,O
,24,O
,;,O
,A,O
,.,O
,Il,O
,##l,O
,",",O
,i,O
,",",O
,7,O
,",",O
,i,O
,",",O
,third,O
,spine,O
,32,O
,to,O
,4,O
,",",O
,second,O
,branched,O
,ray,O
,1,O
,%,O
,to,O
,2,O
,;,O
,ca,O
,##uda,O
,##l,O
,1,O
,%,O
,to,O
,1,O
,",",O
,em,O
,##ar,O
,##gin,O
,##ate,O
,behind,O
,;,O
,least,O
,depth,O
,of,O
,ca,O
,##uda,O
,##l,O
,p,O
,##ed,O
,##un,O
,##cle,O
,2,O
,%,O
,to,O
,2,O
,;,O
,p,O
,##ector,O
,##al,O
,2,O
,to,O
,2,O
,;,O
,ventral,O
,2,O
,%,O
,to,O
,2,O
,.,O
,Brown,O
,above,O
,",",O
,paler,O
,below,O
,.,O
,Head,O
,",",O
,back,O
,anterior,O
,##ly,O
,",",O
,also,O
,soft,O
,dorsal,O
,and,O
,anal,O
